Growth,Log_size,Species,Patch_type,Landscape
7.560080465,3.604138226,Sonneratia alba,Eastern,53S
12.61649213,6.423246964,Sonneratia alba,Northern,53S
5.030437921,3.295836866,Rhizophora mucronata,Northern,53S
12.36276865,6.982862751,Sonneratia alba,Northern,53S
10.87880162,6.643789733,Sonneratia alba,Northern,54N
6.715383386,7.248681866,Rhizophora mucronata,Northern,54N
7.454719949,4.412798293,Sonneratia alba,Northern,54N
10.81154448,4.49980967,Sonneratia alba,Central,54N
11.58185433,7.413065722,Rhizophora mucronata,Western,54N
3.526360525,3.871201011,Sonneratia alba,Western,54N
10.36545901,6.313548046,Rhizophora mucronata,Northern,54N
9.46962297,4.317488114,Sonneratia alba,Western,54N
7.203405521,4.799914263,Sonneratia alba,Western,54N
8.994668836,5.455321115,Sonneratia alba,Western,54N
10.46287474,5.480638923,Sonneratia alba,Western,54N
7.644919345,4.890349128,Sonneratia alba,Northern,54N
7.138867,6.135564891,Rhizophora mucronata,Northern,54N
9.743494841,6.186208624,Rhizophora mucronata,Eastern,54N
10.82099754,7.102499356,Rhizophora mucronata,Eastern,54N
10.25555188,7.113549192,Sonneratia alba,Western,54N
10.10928147,4.366278278,Sonneratia alba,Central,54N
11.58230226,7.278628942,Rhizophora mucronata,Central,54N
6.492239835,4.343805422,Rhizophora mucronata,Western,54N
8.152486076,8.23483028,Sonneratia alba,Central,54N
7.896552702,6.789253235,Sonneratia alba,Central,54N
10.6763697,5.940171253,Rhizophora mucronata,Central,54N
6.349138991,5.398162702,Rhizophora mucronata,Central,54N
10.0067659,6.553933404,Sonneratia alba,Central,54N
9.980448594,6.989335266,Rhizophora mucronata,Central,54N
8.930626469,6.516193076,Rhizophora mucronata,Central,54N
10.55727001,7.051855623,Sonneratia alba,Central,54N
7.310550159,4.276666119,Sonneratia alba,Southern,54N
8.019612794,6.777076955,Sonneratia alba,Western,54N
6.29156914,5.087596335,Sonneratia alba,Western,54N
6.587550015,5.529429088,Sonneratia alba,Southern,54N
9.584314813,5.080627666,Sonneratia alba,Southern,54N
4.143134726,0.916290732,Rhizophora mucronata,Southern,54N
4.840242308,3.295836866,Rhizophora mucronata,Northern,54N
10.38868763,5.966146739,Sonneratia alba,Northern,54N
11.87422968,8.874867636,Rhizophora mucronata,Northern,54N
7.272398393,6.011267174,Rhizophora mucronata,Western,54N
9.811372264,6.086774727,Rhizophora mucronata,Northern,54N
6.109247583,3.624340933,Rhizophora mucronata,Northern,54N
10.818177,5.11349268,Sonneratia alba,Northern,54N
11.70162663,7.566957803,Rhizophora mucronata,Western,54N
9.940108736,6.12249281,Rhizophora mucronata,Northern,54N
7.965545573,3.465735903,Sonneratia alba,Northern,54N
8.119696253,6.207331689,Rhizophora mucronata,Northern,54N
9.636522722,5.847882819,Sonneratia alba,Western,54N
7.246011637,5.071259916,Rhizophora mucronata,Western,54N
5.486869473,6.735186014,Sonneratia alba,Southern,54N
10.77995579,6.29156914,Rhizophora mucronata,Northern,54N
11.21008914,7.965545573,Rhizophora mucronata,Northern,54N
8.861633598,4.069026754,Sonneratia alba,Northern,54N
10.77995579,6.476972363,Sonneratia alba,Northern,54N
10.72432409,6.358708442,Rhizophora mucronata,Southern,54N
7.544332108,5.97126184,Sonneratia alba,Northern,54N
6.802394763,2.890371758,Sonneratia alba,Southern,54N
10.82077778,7.033506484,Sonneratia alba,Northern,54N
5.703782475,5.598421959,Rhizophora mucronata,Northern,54N
10.86696717,6.908754779,Sonneratia alba,Northern,54N
11.74346559,7.104965448,Rhizophora mucronata,Southern,54N
10.71929475,8.076359939,Rhizophora mucronata,Southern,54N
7.491087594,5.533883438,Sonneratia alba,Northern,54N
8.590815331,7.138867,Rhizophora mucronata,Southern,54N
10.28619567,5.898526551,Sonneratia alba,Southern,54N
9.015784278,6.148468296,Sonneratia alba,Southern,54N
10.22306792,3.295836866,Sonneratia alba,Western,54N
10.59754682,7.197809536,Sonneratia alba,Western,54N
9.844162086,1.727220948,Sonneratia alba,Western,54N
8.968778235,6.327936784,Rhizophora mucronata,Central,54N
10.18949322,6.587550015,Rhizophora mucronata,Central,54N
7.549609165,5.43590303,Rhizophora mucronata,Central,54N
11.64736894,6.797940413,Sonneratia alba,Northern,54N
9.531988994,7.033506484,Rhizophora mucronata,Northern,54N
8.850087607,6.739336627,Rhizophora mucronata,Northern,54N
10.90705629,6.599870499,Sonneratia alba,Northern,54N
9.876630098,6.386879319,Sonneratia alba,Northern,54N
8.422882512,6.684611728,Rhizophora mucronata,Northern,54N
7.649692624,6.572282543,Rhizophora mucronata,Northern,54N
8.029107055,5.049856007,Rhizophora mucronata,Northern,54N
7.908387159,6.207331689,Rhizophora mucronata,Northern,54N
12.43384547,7.899153483,Sonneratia alba,Northern,54N
5.723585102,4.382026635,Sonneratia alba,Northern,54N
7.491087594,4.787491743,Rhizophora mucronata,Northern,54N
7.160845907,6.579251212,Avicennia marina,Northern,54S
5.570251082,6.258624984,Sonneratia alba,Northern,54S
9.875088078,5.533883438,Avicennia marina,Northern,54S
3.80666249,2.351375257,Rhizophora mucronata,Northern,54S
6.98471632,4.17438727,Rhizophora mucronata,Northern,54S
9.946259644,5.247024072,Sonneratia alba,Northern,54S
8.812843434,6.97634807,Rhizophora mucronata,Northern,54S
8.361007108,6.620073207,Rhizophora mucronata,Northern,54S
7.129297549,5.123963979,Avicennia marina,Northern,54S
10.15580148,6.340359304,Avicennia marina,Northern,54S
9.382611593,6.345636361,Avicennia marina,Northern,54S
9.295600216,6.572282543,Avicennia marina,Northern,54S
9.950490406,5.906723319,Avicennia marina,Northern,54S
6.186208624,5.780743516,Rhizophora mucronata,Central,54S
6.358708442,3.17805383,Avicennia marina,Central,54S
6.12249281,3.583518938,Sonneratia alba,Southern,54S
8.935903526,4.818263401,Sonneratia alba,Southern,54S
8.145694633,5.570251082,Avicennia marina,Central,54S
6.234410726,8.180320875,Sonneratia alba,Eastern,54S
10.96869816,7.327123292,Avicennia marina,Eastern,54S
7.974876901,5.647212123,Avicennia marina,Eastern,54S
9.522373535,5.257495372,Avicennia marina,Eastern,54S
9.750336373,4.143134726,Avicennia marina,Eastern,54S
8.159374737,2.1690537,Sonneratia alba,Eastern,54S
7.075808864,5.123963979,Avicennia marina,Eastern,54S
9.862665558,5.097577224,Sonneratia alba,Southern,54S
5.185988182,6.445719819,Sonneratia alba,Eastern,54S
10.32430094,8.124150603,Sonneratia alba,Southern,54S
5.455321115,6.866933284,Sonneratia alba,Southern,54S
6.897704943,5.723585102,Rhizophora mucronata,Southern,54S
6.249009525,3.784189634,Avicennia marina,Eastern,54S
3.044522438,4.49980967,Avicennia marina,Eastern,54S
7.187657164,6.327936784,Avicennia marina,Eastern,54S
10.26750547,6.828712072,Rhizophora mucronata,Southern,54S
12.48120125,7.534762657,Sonneratia alba,Southern,54S
10.42079214,6.040254711,Sonneratia alba,Southern,54S
1.098612289,7.501772494,Sonneratia alba,Southern,54S
11.0542178,7.620705087,Sonneratia alba,Central,54S
4.317488114,5.97126184,Sonneratia alba,Eastern,54S
9.387146748,3.701301974,Sonneratia alba,Eastern,54S
6.420402011,5.570251082,Rhizophora mucronata,Eastern,54S
6.263398263,5.192956851,Rhizophora mucronata,Central,54S
7.129297549,4.49980967,Sonneratia alba,Central,54S
10.36722157,3.583518938,Sonneratia alba,Central,54S
7.103322063,2.420368129,Sonneratia alba,Central,54S
8.119696253,5.075173815,Sonneratia alba,Central,54S
8.398409655,6.204557763,Rhizophora mucronata,Central,54S
9.547312484,6.358708442,Rhizophora mucronata,Central,54S
9.55446185,8.037220031,Sonneratia alba,Central,54S
7.620705087,6.040254711,Rhizophora mucronata,Central,54S
10.38739409,6.733401892,Rhizophora mucronata,Central,54S
6.456769656,3.719651113,Rhizophora mucronata,Western,54S
8.912607964,5.257495372,Sonneratia alba,Western,54S
5.411646052,3.449987546,Rhizophora mucronata,Central,54S
9.917390458,4.566948973,Sonneratia alba,Western,54S
8.601442424,7.428333194,Rhizophora mucronata,Western,54S
7.612336837,4.722953222,Rhizophora mucronata,Western,54S
6.510258341,6.238080455,Sonneratia alba,Western,54S
11.03021748,6.754604099,Sonneratia alba,Western,54S
8.265650166,7.104965448,Rhizophora mucronata,Central,54S
9.972080344,7.590852124,Rhizophora mucronata,Central,54S
3.80666249,1.32175584,Rhizophora mucronata,Central,54S
10.01108556,5.730099783,Rhizophora mucronata,Central,54S
7.803026644,6.327936784,Rhizophora mucronata,Central,54S
8.094378445,5.66296048,Rhizophora mucronata,Central,54S
8.371010681,7.774855767,Sonneratia alba,Central,54S
3.80666249,5.123963979,Sonneratia alba,Central,54S
7.287902579,4.836281907,Rhizophora mucronata,Eastern,54S
9.15377002,6.579251212,Rhizophora mucronata,Eastern,54S
9.354440716,7.051855623,Rhizophora mucronata,Eastern,57
8.92345798,7.387090236,Sonneratia alba,Eastern,57
6.109247583,5.472270674,Rhizophora mucronata,Southern,57
7.426549072,6.104793232,Sonneratia alba,Southern,57
4.65396035,3.96081317,Rhizophora mucronata,Eastern,57
5.82156551,5.398162702,Sonneratia alba,Southern,57
9.946547042,6.620073207,Rhizophora mucronata,Eastern,57
6.344319705,3.871201011,Rhizophora mucronata,Southern,57
9.224982649,5.521460918,Rhizophora mucronata,Northern,57
11.01269353,5.823045895,Rhizophora mucronata,Eastern,57
11.03954414,6.879355804,Sonneratia alba,Eastern,57
10.3296699,7.390181428,Rhizophora mucronata,Northern,57
2.910991045,5.598421959,Sonneratia alba,Northern,57
12.24413885,6.920177799,Sonneratia alba,Northern,57
8.834045641,7.005335607,Sonneratia alba,Eastern,57
11.31359609,6.715383386,Rhizophora mucronata,Northern,57
9.274159885,5.416100402,Rhizophora mucronata,Northern,57
8.691146499,7.022199413,Sonneratia alba,Eastern,57
5.886104031,5.940171253,Rhizophora mucronata,Northern,57
12.12273451,7.079605536,Sonneratia alba,Northern,57
9.836278803,6.302618976,Rhizophora mucronata,Northern,57
11.89892229,7.179688994,Rhizophora mucronata,Southern,57
10.57131693,5.154735638,Sonneratia alba,Eastern,57
7.714231145,5.164785974,Sonneratia alba,Eastern,57
5.898526551,7.279318835,Sonneratia alba,Eastern,57
10.92305663,7.774855767,Rhizophora mucronata,Eastern,57
10.8623204,7.102499356,Sonneratia alba,Eastern,57
6.802394763,5.204006687,Rhizophora mucronata,Eastern,57
10.92746609,5.541263545,Rhizophora mucronata,Eastern,57
8.976309645,6.827087376,Rhizophora mucronata,Southern,57
8.834555418,5.66296048,Rhizophora mucronata,Southern,57
6.779921907,3.624340933,Sonneratia alba,Central,57
12.18052917,5.886104031,Rhizophora mucronata,Southern,57
9.264828557,7.367708572,Rhizophora mucronata,Eastern,57
8.508354243,8.045107396,Sonneratia alba,Eastern,57
10.41915145,8.48467,Rhizophora mucronata,Eastern,57
11.175773,7.908387159,Rhizophora mucronata,Central,57
8.66974259,6.792624972,Rhizophora mucronata,Central,57
10.07373653,7.738488122,Rhizophora mucronata,Eastern,57
10.34817337,5.703782475,Rhizophora mucronata,Central,57
8.707482918,6.483871585,Sonneratia alba,Eastern,57
6.581851994,6.12905021,Rhizophora mucronata,Central,57
7.051855623,6.386879319,Rhizophora mucronata,Eastern,57
9.336752734,5.703782475,Sonneratia alba,Central,57
7.688913337,5.991464547,Rhizophora mucronata,Central,57
9.161150128,5.480638923,Rhizophora mucronata,Eastern,57
7.822444729,5.689514503,Sonneratia alba,Eastern,57
4.905274778,5.730099783,Sonneratia alba,Southern,57
9.634823486,6.388897484,Rhizophora mucronata,Southern,57
9.207436159,6.425679069,Sonneratia alba,Eastern,57
10.36344085,8.472457298,Rhizophora mucronata,Eastern,57
7.645397699,7.43838353,Sonneratia alba,Eastern,57
9.681343502,7.785305183,Rhizophora mucronata,Southern,57
9.164086987,2.862200881,Sonneratia alba,Southern,57
11.39375334,6.786152457,Sonneratia alba,Southern,57
8.398747436,5.501258211,Rhizophora mucronata,Eastern,57
9.904586948,6.473890696,Rhizophora mucronata,Southern,57
5.823045895,4.9698133,Sonneratia alba,Eastern,57
7.25169953,4.718498871,Rhizophora mucronata,Southern,57
10.44732233,6.822197391,Rhizophora mucronata,Eastern,57
9.650206907,6.632001777,Rhizophora mucronata,Eastern,57
7.674733608,5.743003188,Rhizophora mucronata,Central,57
10.90778916,7.246011637,Rhizophora mucronata,Western,57
9.266909723,7.051855623,Sonneratia alba,Western,57
10.47333652,6.011267174,Sonneratia alba,Western,57
9.673193497,7.470224136,Rhizophora mucronata,Western,57
6.843216758,4.471638793,Rhizophora mucronata,Western,57
10.12189993,5.906723319,Rhizophora mucronata,Southern,57
9.759905824,7.086946943,Rhizophora mucronata,Southern,57
12.10071213,7.994294986,Sonneratia alba,Western,57
10.59021417,6.579251212,Sonneratia alba,Western,57
10.66578759,4.526126979,Sonneratia alba,Southern,57
10.41750807,4.644390899,Sonneratia alba,Southern,57
10.12230175,3.886705197,Sonneratia alba,Western,57
9.384503741,7.413065722,Rhizophora mucronata,Western,57
11.30553222,7.102499356,Rhizophora mucronata,Southern,57
12.15520032,7.699842407,Sonneratia alba,Southern,57
9.692766521,7.582483874,Sonneratia alba,Southern,57
8.371010681,5.33753808,Rhizophora mucronata,Southern,57
9.591512788,5.598421959,Sonneratia alba,Southern,57
9.747535251,6.761572769,Rhizophora mucronata,Southern,57
12.50717674,5.295814236,Sonneratia alba,Western,57
11.32852174,7.640123173,Rhizophora mucronata,Western,57
10.97934285,6.741700695,Sonneratia alba,Central,57
10.12454894,5.364807108,Rhizophora mucronata,Central,57
6.933423026,4.250279364,Sonneratia alba,Southern,57
12.03016448,7.958576904,Rhizophora mucronata,Central,57
10.27532693,7.539558829,Rhizophora mucronata,Central,57
9.929155299,7.470224136,Sonneratia alba,Southern,57
7.269964878,6.349138991,Sonneratia alba,Southern,57
8.520388082,6.492239835,Sonneratia alba,Central,57
6.329720906,3.314186005,Rhizophora mucronata,Western,57
11.03359851,7.875689244,Rhizophora mucronata,Central,57
9.717459134,5.455321115,Rhizophora mucronata,Western,57
11.95267605,7.849713758,Sonneratia alba,Central,57
8.914626128,7.920809679,Sonneratia alba,Central,57
9.270400128,7.344072851,Rhizophora mucronata,Central,57
10.1085486,5.418874329,Rhizophora mucronata,Western,8
7.608870629,6.158037747,Sonneratia alba,Western,8
4.317488114,5.448352446,Sonneratia alba,Western,8
8.410720947,7.633127607,Sonneratia alba,Central,8
5.886104031,4.605170186,Rhizophora mucronata,Western,8
7.138867,4.297285406,Sonneratia alba,Western,8
6.916838898,6.28320089,Sonneratia alba,Central,8
9.957975738,5.780743516,Rhizophora mucronata,Central,8
11.02882291,8.032684876,Sonneratia alba,Central,8
7.426549072,5.723585102,Rhizophora mucronata,Central,8
8.237479289,6.206827911,Rhizophora mucronata,Central,8
9.49122439,5.278114659,Rhizophora mucronata,Central,8
7.608870629,7.207859871,Rhizophora mucronata,Central,8
9.025936649,5.049856007,Rhizophora mucronata,Central,8
7.461640392,4.787491743,Rhizophora mucronata,Central,8
9.746833742,7.29301768,Sonneratia alba,Northern,8
6.674561392,5.66296048,Rhizophora mucronata,Northern,8
9.262932822,5.619041246,Rhizophora mucronata,Northern,8
8.249313746,6.234410726,Sonneratia alba,Northern,8
12.1388639,7.314219887,Sonneratia alba,Northern,8
5.598421959,5.182485551,Rhizophora mucronata,Northern,8
7.729735331,7.434847875,Sonneratia alba,Northern,8
8.66974259,7.049254841,Sonneratia alba,Northern,8
8.9226583,8.898877771,Sonneratia alba,Central,8
6.590301048,4.189654742,Rhizophora mucronata,Central,8
7.957177323,6.536691598,Avicennia marina,Central,8
11.77498199,9.032857092,Sonneratia alba,Central,8
9.019361448,7.167037877,Avicennia marina,Central,8
7.003065459,3.401197382,Sonneratia alba,Eastern,8
11.93964966,5.988961417,Avicennia marina,Central,8
11.95427238,5.934894196,Sonneratia alba,Central,8
8.219326094,7.219367478,Sonneratia alba,Eastern,8
6.183117431,2.48490665,Avicennia marina,Eastern,8
7.238496841,5.000584958,Rhizophora mucronata,Eastern,8
9.104979856,5.375278408,Rhizophora mucronata,Eastern,8
5.353042266,5.655991811,Avicennia marina,Eastern,8
6.180016654,6.003887067,Rhizophora mucronata,Eastern,8
7.669495251,6.269096284,Rhizophora mucronata,Eastern,8
10.72950341,6.547502514,Sonneratia alba,Central,8
4.210274029,8.779557456,Avicennia marina,Eastern,8
9.262932822,6.476972363,Rhizophora mucronata,Central,8
9.347141413,6.97634807,Avicennia marina,Eastern,8
9.571644584,7.742402022,Rhizophora mucronata,Central,8
7.852487684,4.102643365,Avicennia marina,Eastern,8
7.714231145,6.643789733,Avicennia marina,Eastern,8
5.897153868,4.548599834,Sonneratia alba,Eastern,8
7.878534196,3.583518938,Sonneratia alba,Eastern,8
6.646390515,4.056123349,Avicennia marina,Western,8
6.799891633,5.847882819,Sonneratia alba,Central,8
9.181940897,6.269096284,Sonneratia alba,Western,8
10.42228135,6.040254711,Sonneratia alba,Central,8
7.185387016,5.464890566,Avicennia marina,Western,8
8.425077903,5.634789603,Avicennia marina,Western,8
8.268731832,7.426549072,Rhizophora mucronata,Western,8
11.21664655,6.514712691,Sonneratia alba,Central,8
6.365180957,3.871201011,Rhizophora mucronata,Eastern,8
8.808070155,6.840546529,Rhizophora mucronata,Eastern,8
6.927557906,5.906723319,Sonneratia alba,Western,8
7.639642288,6.340359304,Rhizophora mucronata,Eastern,8
7.010537474,6.980308472,Sonneratia alba,Western,8
6.204557763,4.250279364,Rhizophora mucronata,Western,8
5.364807108,4.818263401,Rhizophora mucronata,Western,8
6.516193076,7.213179033,Rhizophora mucronata,Western,8
11.39206771,6.197716231,Sonneratia alba,Eastern,8
7.147165803,5.123963979,Rhizophora mucronata,Eastern,8
6.908754779,4.189654742,Rhizophora mucronata,Eastern,8
10.13014492,6.915723449,Rhizophora mucronata,Central,8
7.23417718,5.347107531,Sonneratia alba,Central,8
9.548382804,5.703782475,Rhizophora mucronata,Eastern,8
6.186208624,6.135564891,Rhizophora mucronata,Central,8
7.025538315,4.836281907,Rhizophora mucronata,Eastern,8
6.959398512,6.851184927,Sonneratia alba,Eastern,8
4.959342,3.988984047,Rhizophora mucronata,Central,8
8.697011618,6.186208624,Sonneratia alba,Central,8
11.88089637,6.608000625,Sonneratia alba,Southern,8
8.908559375,5.598421959,Rhizophora mucronata,Central,8
6.313548046,5.030437921,Rhizophora mucronata,Central,8
9.525297087,5.639243954,Rhizophora mucronata,Central,8
6.852242569,5.059425458,Sonneratia alba,Southern,8
7.585154103,5.940171253,Rhizophora mucronata,Southern,8
9.276479174,5.429345629,Rhizophora mucronata,Southern,8
9.108307646,6.091309882,Sonneratia alba,Southern,8
7.698482788,5.66296048,Rhizophora mucronata,Western,8
6.54534966,6.148468296,Sonneratia alba,Western,8
9.010669177,5.66296048,Rhizophora mucronata,Western,8
10.48021327,7.048277802,Rhizophora mucronata,Southern,8
4.605170186,5.65248918,Rhizophora mucronata,Northern,8
7.878534196,7.416077773,Sonneratia alba,Southern,8
10.41894244,6.253347927,Rhizophora mucronata,Northern,8
10.5831188,8.011686729,Sonneratia alba,Northern,8
10.75531443,7.246011637,Sonneratia alba,Northern,8
10.00378527,6.754604099,Sonneratia alba,Southern,8
7.367708572,5.204006687,Rhizophora mucronata,Northern,8
6.042038833,4.675162558,Rhizophora mucronata,Southern,8
9.951706125,5.204006687,Rhizophora mucronata,Central,8
4.477336814,6.553933404,Sonneratia alba,Northern,8
7.426549072,5.000584958,Rhizophora mucronata,Northern,8
8.82834762,5.213576138,Rhizophora mucronata,Central,8
9.670293665,5.395897695,Sonneratia alba,Northern,8
11.54484071,7.625595072,Rhizophora mucronata,Northern,8
5.368309738,5.233778845,Sonneratia alba,Eastern,8
6.528323348,7.045014091,Sonneratia alba,Eastern,8
7.749537959,6.263160139,Rhizophora mucronata,Eastern,8
6.890863411,7.726653665,Avicennia marina,Eastern,8
6.492239835,5.12841833,Avicennia marina,Eastern,8
6.031886462,4.508108473,Avicennia marina,Western,8
5.647212123,4.094344562,Rhizophora mucronata,Northern,8
8.573951525,5.768320996,Avicennia marina,Western,8
